Index,Height(Inches),Weight(Pounds),BMI
4171,70.29564,136.1613,19.37100868
4172,67.99529,136.5186,20.75819036
4173,71.46156,132.6211,18.25672886
4174,66.73734,114.2795,18.03789569
4175,66.34826,116.7421,18.64334132
4176,69.25165,137.7726,20.19565432
4177,67.54427,130.0454,20.03887311
4178,70.67379,135.7083,19.10051037
4179,67.30702,135.6941,21.05695478
4180,64.62951,101.3328,17.05468261
4181,66.57405,130.5342,20.70473523
4182,69.29679,137.3539,20.10805596
4183,69.27554,121.0292,17.72905748
4184,69.50607,120.3639,17.51483738
4185,68.26403,141.0864,21.28416564
4186,69.86553,139.0365,20.02434115
4187,70.7672,136.4844,19.15906518
4188,69.24893,142.8621,20.94335336
4189,67.01021,104.1735,16.30912355
4190,69.1245,145.5379,21.41250233
4191,71.27947,120.9881,16.74052439
4192,74.03777,139.5953,17.90273827
4193,67.16426,120.8184,18.82833586
4194,69.16282,125.9266,18.5066332
4195,68.09796,126.298,19.14624422
4196,67.77952,133.2805,20.39505874
4197,71.11526,123.3401,17.14486291
4198,64.98837,105.6441,17.58447003
4199,70.31512,142.3548,20.24090824
4200,69.06438,130.4546,19.22677693
4201,65.46827,110.4915,18.12268179
4202,65.9316,114.9535,18.59046674
4203,68.42739,133.4786,20.04042916
4204,70.30053,139.3092,19.81608812
4205,67.09535,129.4262,20.211227
4206,68.43342,121.8407,18.28989537
4207,65.83898,136.3506,22.11292487
4208,67.54012,143.6547,22.13866908
4209,68.48012,126.9991,19.03824638
4210,71.57695,139.6645,19.16438906
4211,69.72167,139.1423,20.12236123
4212,66.29363,126.9897,20.31328782
4213,68.937,142.7584,21.11797333
4214,71.41489,149.8921,20.66124683
4215,69.62838,143.7861,20.84969218
4216,71.18773,152.4615,21.14974932
4217,68.30221,143.546,21.63101548
4218,67.75946,152.9883,23.42468024
4219,68.11064,133.9839,20.30383231
4220,69.47284,135.5993,19.75070793
4221,70.16644,134.6592,19.22792724
4222,67.64262,124.1779,19.07913999
4223,66.81134,118.271,18.6265846
4224,64.94018,121.7107,20.28883495
4225,65.36721,121.3633,19.96745913
4226,68.54428,133.1727,19.9263655
4227,67.97819,114.8234,17.46813477
4228,68.34252,137.7084,20.72687271
4229,68.31923,122.5531,18.45838501
4230,66.1507,105.4808,16.94571319
4231,67.80629,119.5263,18.27590262
4232,70.13434,135.1981,19.32255199
4233,65.63247,122.1851,19.94050148
4234,65.52678,114.9083,18.81347715
4235,68.04573,136.5998,20.73975555
4236,68.17956,143.4398,21.69284972
4237,66.65253,103.9121,16.44326927
4238,68.05725,133.6935,20.29162487
4239,67.34998,119.11,18.45986869
4240,70.00498,129.4393,18.56793508
4241,66.55749,127.0247,20.15810169
4242,66.82552,144.7401,22.78554913
4243,70.07322,123.0627,17.61885231
4244,65.9202,126.0649,20.39447246
4245,69.54043,147.8452,21.49254331
4246,63.89592,117.0034,20.1468685
4247,69.03457,131.5836,19.40992427
4248,67.22877,125.3671,19.49972891
4249,66.12426,128.6776,20.68886318
4250,67.87785,132.3484,20.19379136
4251,66.8531,115.879,18.22707426
4252,69.05041,117.2786,17.29185459
4253,70.87198,140.1922,19.62140237
4254,67.4692,135.8756,20.98387442
4255,70.22874,132.974,18.95362591
4256,66.93905,117.9845,18.51062967
4257,69.928,127.9273,18.39146582
4258,67.46962,122.3518,18.89509848
4259,65.00765,109.2661,18.17656583
4260,68.97698,134.6605,19.89698149
4261,67.28864,129.1099,20.04616812
4262,69.65152,129.9016,18.82385759
4263,67.41038,135.7013,20.99354511
4264,67.80162,140.9551,21.5553946
4265,66.75484,101.615,16.03052065
4266,67.9469,127.0723,19.34937409
4267,65.43768,127.1338,20.87183178
4268,68.54153,125.4375,18.77046907
4269,66.7501,120.7329,19.04921643
4270,66.75808,124.1194,19.57885623
4271,67.14647,118.2882,18.44379881
4272,64.69559,116.7241,19.6049845
4273,69.18516,113.5275,16.67364306
4274,66.84281,128.2428,20.17803723
4275,66.4464,130.5346,20.78442696
4276,69.49077,106.2307,15.46504259
4277,68.32951,119.3464,17.96999829
4278,68.38974,120.9379,18.17757071
4279,69.42584,120.7725,17.61493704
4280,64.39313,123.2547,20.89679791
4281,66.61651,118.437,18.76199303
4282,65.86548,115.3497,18.6920129
4283,68.17805,123.2437,18.63935595
4284,67.39926,116.7036,18.06048137
4285,66.31407,116.4127,18.60991204
4286,70.68802,132.3031,18.61374291
4287,67.26683,123.296,19.1558924
4288,67.1325,117.0996,18.26606907
4289,67.61674,132.7665,20.41434147
4290,66.91216,122.0016,19.15626129
4291,70.58226,146.1837,20.62828651
4292,66.47926,132.2434,21.03570048
4293,69.5459,146.3853,21.27696742
4294,66.60835,119.6048,18.95163062
4295,67.34376,137.8448,21.36736611
4296,64.77135,124.6944,20.8947114
4297,66.46439,128.8286,20.50168544
4298,66.64913,119.3743,18.89196766
4299,70.56844,123.43,17.42428717
4300,65.31528,106.8598,17.60921906
4301,72.48479,134.4771,17.99326143
4302,67.86837,129.8224,19.81390703
4303,68.52634,109.2449,16.35465635
4304,68.61738,123.566,18.44956157
4305,66.50536,125.5915,19.96191836
4306,70.46311,126.8938,17.96685707
4307,64.63883,137.3284,23.10620975
4308,64.12338,108.9028,18.61922321
4309,69.28959,135.4082,19.82733329
4310,66.52926,131.7847,20.93123876
4311,69.30883,122.2514,17.89089353
4312,68.54471,134.4462,20.11666437
4313,67.25904,108.6926,16.89094602
4314,67.96864,124.3293,18.91958706
4315,65.3382,131.6971,21.68688642
4316,68.51678,129.4089,19.37874202
4317,68.1636,127.5867,19.30437259
4318,64.67487,128.3635,21.5737552
4319,66.13689,130.3095,20.94323981
4320,68.58303,132.5038,19.80388162
4321,68.34844,145.901,21.95615967
4322,64.6569,126.4447,21.26308125
4323,68.68484,136.1093,20.28249342
4324,67.75816,121.0123,18.52941176
4325,68.48014,132.472,19.85866909
4326,67.7747,126.7129,19.39281916
4327,64.7249,115.7365,19.42150556
4328,66.6102,118.9776,18.85120229
4329,72.2969,145.854,19.61707794
4330,70.30878,148.238,21.08122035
4331,66.77503,122.7048,19.34588908
4332,66.70433,120.42,19.02593003
4333,69.39368,126.5408,18.47336719
4334,67.37433,131.6976,20.39596541
4335,67.20466,123.5504,19.23094848
4336,67.9947,119.9449,18.23841056
4337,67.08886,123.5117,19.29134909
4338,68.81947,123.5561,18.33989603
4339,71.07494,134.0842,18.65949676
4340,68.98151,136.7907,20.20907815
4341,69.80853,121.3415,17.50441892
4342,70.21339,132.8196,18.93989684
4343,67.33679,112.8553,17.49735752
4344,73.52131,168.881,21.9639094
4345,67.45857,131.4655,20.30920209
4346,68.65576,121.3053,18.09177355
4347,68.77267,126.5212,18.80558536
4348,67.03704,125.3926,19.61541825
4349,66.86733,114.7951,18.04889886
4350,67.01919,134.5043,21.05198949
4351,68.52514,133.6321,20.00627597
4352,67.69771,121.778,18.67997136
4353,68.43487,126.847,19.04060011
4354,67.71514,128.0152,19.62661045
4355,70.39987,113.918,16.15860863
4356,68.44396,134.0367,20.11447929
4357,66.80834,131.6397,20.73389272
4358,67.35984,126.8163,19.6484506
4359,67.79903,131.89,20.17066573
4360,64.83853,115.6714,19.3426065
4361,69.57892,126.2769,18.33681359
4362,64.85426,102.1079,17.0662323
4363,69.318,139.4982,20.40947726
4364,69.58868,151.474,21.98954392
4365,66.52781,122.1092,19.39533371
4366,67.93528,125.7438,19.1536332
4367,66.39941,123.1702,19.63959514
4368,68.28614,136.4907,20.57753068
4369,68.17646,116.4352,17.61046097
4370,65.36868,117.4086,19.31593805
4371,67.96446,112.4388,17.11227637
4372,69.02437,139.9596,20.65157195
4373,68.08001,121.2457,18.39003046
4374,67.68973,128.3855,19.69816352
4375,67.05199,120.0329,18.76861737
4376,65.62946,109.3694,17.85062772
4377,64.31704,129.4821,22.0045738
4378,69.08279,152.901,22.52298322
4379,66.7653,136.5692,21.53805496
4380,72.77662,133.6427,17.73849635
4381,66.97685,137.0715,21.48092871
4382,70.10322,124.931,17.871031
4383,68.92731,131.7141,19.48969013
4384,65.24486,119.642,19.75815473
4385,68.7959,131.2416,19.49403441
4386,69.0613,119.2979,17.58403848
4387,67.39122,115.0093,17.80252679
4388,63.14333,122.7882,21.64995484
4389,68.43035,124.8597,18.74476886
4390,65.72614,98.39409,16.01209225
4391,66.71343,124.0144,19.58848739
4392,68.2317,124.296,18.76895504
4393,67.07728,124.0139,19.37647638
4394,68.10745,132.0081,20.00629484
4395,67.23206,134.8625,20.97460035
4396,69.76432,136.0319,19.64849805
4397,66.65442,127.9094,20.23950466
4398,67.20022,136.8048,21.29684504
4399,71.20749,138.9045,19.25840366
4400,71.64258,154.3787,21.14463876
4401,68.09536,139.4726,21.14507265
4402,68.11601,138.099,20.92413232
4403,69.57164,133.752,19.42634636
4404,67.897,123.706,18.86448347
4405,68.92362,133.4767,19.75261628
4406,68.85579,129.4416,19.1932388
4407,66.93016,145.6689,22.8601165
4408,71.03782,126.1809,17.5780095
4409,66.94058,121.4461,19.05285034
4410,69.32304,142.2131,20.80365915
4411,67.21622,119.7238,18.62891866
4412,64.26905,106.7157,18.16267792
4413,67.43203,130.1147,20.11635178
4414,68.98981,138.5589,20.46538194
4415,67.38395,120.821,18.70616756
4416,67.72313,112.5397,17.24991797
4417,67.79721,127.7983,19.54594884
4418,67.98674,133.9054,20.36596449
4419,66.87883,99.56439,15.64883562
4420,69.75841,122.1663,17.6487357
4421,67.87888,131.3067,20.03424018
4422,69.23586,143.7584,21.08270701
4423,68.7266,151.6764,22.57478478
4424,67.19957,115.6396,18.00233826
4425,66.58109,107.1456,16.99134917
4426,68.82634,150.2899,22.30364117
4427,67.67068,118.7544,18.23072557
4428,64.81833,108.9651,18.23253566
4429,68.88452,136.5556,20.23119643
4430,65.39146,124.8106,20.51940333
4431,69.91503,119.8377,17.23485736
4432,63.54206,99.76986,17.37129147
4433,70.13123,148.4142,21.21328217
4434,67.05703,133.3179,20.84275677
4435,69.45941,135.9285,19.80631443
4436,66.94935,128.028,20.08017792
4437,67.81851,122.8946,18.78415389
4438,63.65292,127.5172,22.12521149
4439,67.11763,127.4499,19.88939619
4440,68.64794,136.7766,20.40384943
4441,69.3026,132.8961,19.45219009
4442,68.60861,122.4088,18.28145358
4443,66.80109,113.3951,17.86415653
4444,70.87196,115.3527,16.14485698
4445,67.90794,136.4296,20.7980596
4446,64.88167,131.3802,21.94023143
4447,70.78203,151.4922,21.2568824
4448,70.35834,112.2811,15.94523099
4449,66.99549,129.9559,20.35448838
4450,68.83182,116.898,17.34538324
4451,67.33693,124.2691,19.26690045
4452,68.98465,127.9153,18.89613088
4453,67.60913,139.9747,21.52752863
4454,65.38645,117.6032,19.33743853
4455,68.16769,133.1749,20.14747148
4456,68.17351,119.293,18.04425583
4457,69.88287,122.8937,17.69063735
4458,67.58588,123.5244,19.0106135
4459,68.5846,131.1773,19.60472671
4460,67.00383,95.88791,15.01481279
4461,69.99553,158.3578,22.72239849
4462,72.53259,133.576,17.84914379
4463,65.08427,135.3471,22.46219555
4464,66.11127,128.7408,20.70715949
4465,69.9046,129.0113,18.55972626
4466,67.97472,118.2064,17.98462809
4467,66.82932,136.9731,21.56038569
4468,69.3533,134.4424,19.64976317
4469,71.39534,124.8929,17.22476648
4470,66.59922,136.3075,21.6041305
4471,69.40189,120.8579,17.63956104
4472,70.27495,135.9954,19.3588009
4473,67.31858,124.6169,19.33135852
4474,71.45173,131.5614,18.11583325
4475,68.83931,157.078,23.30223999
4476,68.99723,124.6289,18.40393859
4477,67.73454,132.1244,20.24500935
4478,64.8353,118.2692,19.77898198
4479,70.74426,139.9319,19.65575091
4480,72.26598,149.2389,20.08952051
4481,64.72663,126.0976,21.15904946
4482,67.5752,119.6545,18.42085067
4483,69.51645,140.2187,20.39792965
4484,70.48831,111.7304,15.8085662
4485,69.32666,128.4377,18.78656113
4486,68.52587,109.5741,16.40416471
4487,73.16001,135.1826,17.75532425
4488,64.28542,119.4849,20.32560017
4489,66.65608,135.1861,21.38985425
4490,64.71064,111.5654,18.72981388
4491,62.99042,115.6669,20.49346588
4492,68.70787,123.0031,18.31717149
4493,68.12126,126.6086,19.18020245
4494,66.77899,122.0006,19.23258228
4495,68.23149,119.6607,18.0691263
4496,68.42894,122.0538,18.32428362
4497,64.0197,127.9519,21.94698137
4498,71.09565,117.1362,16.29147468
4499,69.87248,147.2908,21.20892371
4500,66.51831,125.4061,19.92469001
4501,68.57445,123.3187,18.43569849
4502,67.46212,139.4874,21.54618253
4503,69.61527,137.9174,20.00623485
4504,66.86386,119.266,18.75379179
4505,66.18998,115.9555,18.6063925
4506,69.7905,130.5095,18.83670044
4507,70.21174,131.2829,18.72164538
4508,71.14846,130.8226,18.1679988
4509,74.28376,147.7877,18.82807237
4510,64.48835,102.7518,17.36929667
4511,65.97201,124.009,20.03037583
4512,66.51754,134.4456,21.36139249
4513,67.83224,125.095,19.1127403
4514,68.7614,138.5499,20.60023244
4515,70.18641,134.395,19.17928349
4516,65.12676,118.875,19.70275283
4517,71.25743,136.5501,18.90545081
4518,67.75602,127.7343,19.55992036
4519,67.80062,120.5416,18.43422764
4520,66.71286,137.1043,21.65645075
4521,65.9331,119.1788,19.27291216
4522,70.75201,124.9258,17.54405175
4523,64.36337,100.9973,17.13908128
4524,66.51439,111.0706,17.64912658
4525,69.03382,143.6707,21.1933554
4526,65.454,124.8217,20.4820317
4527,68.82248,136.6368,20.27973945
4528,69.35365,136.1504,19.8991993
4529,68.4663,126.8492,19.02345258
4530,69.50765,133.1992,19.3816939
4531,67.68823,138.961,21.32170549
4532,69.41031,136.4148,19.90530551
4533,69.67469,118.0784,17.09919616
4534,68.04007,149.4074,22.68808966
4535,65.16827,124.2854,20.57325719
4536,66.15991,131.0075,21.04077211
4537,65.87678,122.0955,19.77835905
4538,66.73303,125.1468,19.7557438
4539,66.77722,107.7781,16.99140056
4540,67.93868,131.2999,19.99795152
4541,67.48863,128.1304,19.77635651
4542,70.19163,111.1449,15.85894193
4543,66.40732,111.0917,17.70944823
4544,68.05629,115.4242,17.51925594
4545,65.52001,132.1594,21.64240268
4546,65.64331,121.3271,19.79393768
4547,65.63637,136.2254,22.22922429
4548,67.70932,115.7406,17.74778463
4549,67.49917,133.5066,20.59971424
4550,66.29127,127.8453,20.4516058
4551,69.74138,142.3054,20.568169
4552,63.45437,106.2611,18.55267595
4553,69.46406,134.3778,19.57773859
4554,68.05326,120.6881,18.31984971
4555,67.07399,139.5754,21.81001291
4556,65.59536,124.4232,20.32873955
4557,70.01907,122.7936,17.60752772
4558,67.13432,122.1132,19.04709503
4559,69.95471,139.8142,20.08503931
4560,68.31764,130.2584,19.61983512
4561,67.93284,111.6216,17.00372319
4562,68.37831,109.8238,16.51258499
4563,69.38169,138.2864,20.19505533
4564,67.83912,121.4831,18.55712868
4565,66.76314,120.3041,18.97414631
4566,69.13398,124.0916,18.25217357
4567,65.58554,119.738,19.56911239
4568,67.12002,132.4267,20.66458688
4569,68.20826,126.163,19.06397197
4570,69.83352,124.5901,17.96019272
4571,68.52243,129.9774,19.46066419
4572,66.61883,114.8356,18.19021644
4573,67.03413,123.505,19.3218146
4574,68.58395,124.7217,18.64027686
4575,68.48187,126.5771,18.97401522
4576,68.22285,143.9747,21.74612055
4577,70.11615,127.6471,18.25282772
4578,64.31068,119.6461,20.33703652
4579,68.91069,103.7011,15.35201871
4580,68.01192,140.6438,21.37498636
4581,68.44067,130.1721,19.53640867
4582,69.5139,132.2547,19.24080021
4583,69.20247,118.3357,17.37112389
4584,66.04611,107.3271,17.29697799
4585,66.015,134.3205,21.66767783
4586,69.00199,128.0736,18.91000791
4587,69.61754,143.0774,20.75338862
4588,69.41293,127.4879,18.60131035
4589,68.42341,117.5081,17.64467652
4590,68.59122,132.3095,19.77011967
4591,70.47426,126.1309,17.8531877
4592,70.13001,138.7704,19.83555532
4593,69.01521,128.4133,18.95290144
4594,70.97422,129.5877,18.08497239
4595,69.42301,116.2255,16.95312909
4596,66.84684,111.121,17.48194309
4597,68.37668,118.7218,17.85129708
4598,67.80923,131.6974,20.13515145
4599,66.4699,141.4318,22.50361778
4600,70.23437,138.4311,19.72829769
4601,70.16075,139.4051,19.90882099
4602,66.23907,109.824,17.59641232
4603,68.76154,125.4809,18.65699781
4604,64.64843,122.8828,20.66952321
4605,69.51686,150.847,21.94379351
4606,67.7263,128.1654,19.64316308
4607,68.53926,121.0356,18.11296843
4608,68.16448,137.2303,20.76295132
4609,70.16738,131.504,18.77689453
4610,66.92499,127.9481,20.08225772
4611,67.18215,127.5982,19.87431077
4612,65.35392,125.9641,20.73284156
4613,67.71159,128.942,19.77077543
4614,69.35197,123.6344,18.07078615
4615,67.54023,132.426,20.40814427
4616,68.43556,122.0015,18.31288822
4617,66.50187,130.4876,20.74229723
4618,68.9358,127.2358,18.8224005
4619,65.99168,119.7409,19.32944898
4620,69.45486,140.6464,20.49645082
4621,66.9045,137.6207,21.61366564
4622,67.63969,118.1787,18.1589744
4623,66.1437,128.4443,20.63921575
4624,67.59159,134.3476,20.67282899
4625,71.78019,166.3016,22.69042056
4626,69.44107,123.4122,17.99204841
4627,71.98935,142.7132,19.359002
4628,70.15393,123.8781,17.69480783
4629,70.10971,126.9465,18.15598082
4630,66.68738,117.3343,18.54782549
4631,70.49701,137.1545,19.40099444
4632,65.43499,105.8885,17.38537411
4633,69.52902,123.5902,17.9724442
4634,66.08382,128.3405,20.65992653
4635,67.53462,122.189,18.83365083
4636,66.70738,119.1554,18.82440624
4637,67.68437,127.9357,19.63225982
4638,64.9133,117.8536,19.66214083
4639,66.99054,114.2598,17.89871395
4640,66.90392,124.3436,19.52880339
4641,68.30928,121.873,18.36129936
4642,67.78254,107.1698,16.39804475
4643,66.67402,105.6942,16.71449266
4644,68.02345,105.9209,16.09235772
4645,66.26386,110.0377,17.61746298
4646,68.65872,126.4691,18.86028919
4647,68.8758,133.5623,19.79273918
4648,70.66494,110.5288,15.56047288
4649,67.46764,142.8422,22.06077766
4650,66.86561,131.3179,20.64779274
4651,68.07938,142.0148,21.54059759
4652,66.97214,105.1855,16.48628669
4653,67.09087,119.0616,18.59517168
4654,66.25477,131.6159,21.07799909
4655,68.48544,123.1869,18.46389623
4656,67.56328,114.1342,17.57719917
4657,67.94652,127.8594,19.46944404
4658,67.63842,123.8136,19.02553018
4659,69.49172,139.1029,20.25001676
4660,69.35023,117.3644,17.15520438
4661,68.48414,155.8502,23.36052916
4662,67.34242,133.4692,20.68992633
4663,63.7973,128.2173,22.14610497
4664,66.47145,128.9056,20.50958178
4665,68.39396,145.1997,21.82154741
4666,67.86356,117.7852,17.97929972
4667,69.62777,129.2314,18.73951739
4668,65.50648,110.3151,18.07264682
4669,72.72292,145.1721,19.29726972
4670,70.14217,132.9902,19.002755
4671,68.78695,121.1068,17.99333838
4672,68.67806,137.4109,20.48049606
4673,71.31953,141.1587,19.5094951
4674,67.84642,137.6199,21.01757907
4675,68.40321,111.129,16.69666625
4676,65.63922,129.8425,21.18582451
4677,70.43045,130.4964,18.49408841
4678,68.00444,124.4823,18.92293039
4679,67.39155,138.9571,21.5092455
4680,68.0015,136.2141,20.70810722
4681,69.24153,131.2422,19.24400741
4682,68.36251,106.3978,16.00486345
4683,68.48326,124.4191,18.64977209
4684,63.36476,110.7614,19.3931418
4685,64.47663,125.7709,21.26820479
4686,65.29852,114.0163,18.79817085
4687,66.60327,135.8777,21.53339008
4688,71.58316,133.3415,18.29358948
4689,69.32199,138.8873,20.3177596
4690,69.28785,132.6007,19.41721641
4691,65.72065,123.9237,20.17000457
4692,70.17847,127.4536,18.19280399
4693,67.75328,148.2412,22.70197273
4694,68.02834,122.158,18.55656091
4695,67.12107,119.7528,18.68629753
4696,69.66713,117.5732,17.02973242
4697,69.00275,125.9822,18.60080392
4698,65.31244,137.7114,22.69516794
4699,67.28896,108.2831,16.8123481
4700,68.80003,133.9222,19.88981048
4701,68.98651,128.5798,18.9932691
4702,67.06068,136.4265,21.32642977
4703,68.05695,128.2201,19.46105912
4704,66.84523,112.124,17.64058828
4705,68.59912,135.1695,20.19281857
4706,67.74997,127.2095,19.48303704
4707,67.38104,119.7502,18.5419819
4708,69.44609,119.5742,17.42999294
4709,66.16242,137.4896,22.08016984
4710,68.41685,129.0061,19.37489786
4711,71.03861,147.6293,20.56548592
4712,66.91687,126.9994,19.9381912
4713,68.77967,110.6833,16.44815722
4714,69.49877,137.0191,19.9426193
4715,65.22814,125.0944,20.66917794
4716,66.60077,142.9751,22.65986058
4717,69.16164,129.2245,18.99195268
4718,67.09027,142.6689,22.28258431
4719,67.51801,133.2004,20.5410002
4720,63.13165,135.8015,23.95331423
4721,73.45251,155.9981,20.32644138
4722,63.47897,110.1628,19.21898944
4723,67.17019,137.8439,21.47779652
4724,66.73316,121.0711,19.11227706
4725,67.93199,115.9738,17.66715171
4726,70.64087,129.3937,18.22872856
4727,65.33506,111.071,18.29209375
4728,66.92901,111.5159,17.50101821
4729,71.16317,144.9723,20.12471704
4730,68.19393,123.3543,18.64739538
4731,68.17463,127.3197,19.25774148
4732,65.15114,111.6275,18.48768296
4733,66.95485,123.4444,19.35809582
4734,68.71217,116.1338,17.292056
4735,66.21228,106.3145,17.04789415
4736,68.06876,129.3926,19.63220527
4737,70.20125,145.3962,20.74047463
4738,67.33368,130.253,20.19660438
4739,67.63632,144.0878,22.14229309
4740,66.23692,122.5351,19.63430691
4741,67.59318,133.0454,20.47148893
4742,67.82746,107.4374,16.41722336
4743,71.17149,149.076,20.68954502
4744,64.72317,116.8801,19.61445925
4745,63.55844,103.049,17.93298761
4746,69.71436,117.5245,16.99962134
4747,68.3598,130.8889,19.69049237
4748,68.51115,143.0422,21.42382396
4749,66.59144,105.2595,16.68705952
4750,68.90018,120.1055,17.78596804
4751,68.62103,143.016,21.35135725
4752,67.84607,126.8695,19.37595696
4753,68.54416,138.9043,20.78404615
4754,66.54197,121.5207,19.29364482
4755,70.09349,131.7383,18.8500285
4756,68.07186,120.9546,18.35027089
4757,69.12659,138.612,20.39228478
4758,70.69432,147.3622,20.72871492
4759,68.92726,130.0261,19.23994526
4760,67.10353,124.1674,19.38528447
4761,68.07727,143.489,21.76555125
4762,65.82037,123.8217,20.09238303
4763,68.89326,130.7247,19.36241424
4764,66.85902,123.2355,19.38077517
4765,69.44484,114.1544,16.64056307
4766,68.71047,153.0572,22.79099315
4767,69.65196,126.5914,18.34394941
4768,66.28558,120.8002,19.32790832
4769,69.30112,129.099,18.89721031
4770,70.5502,145.7179,20.58124916
4771,67.09825,121.1429,18.91606963
4772,66.43672,119.0362,18.95911292
4773,68.01988,134.8026,20.48244847
4774,65.04188,132.806,22.06921318
4775,69.12072,127.696,18.78953844
4776,66.70731,131.1142,20.71372464
4777,71.77408,129.1887,17.62968628
4778,68.2889,114.3058,17.23151087
4779,64.9734,114.0111,18.9859037
4780,71.4599,141.1522,19.43202982
4781,65.03556,113.4672,18.85922729
4782,69.05564,136.4157,20.11043069
4783,70.76986,134.7036,18.90766307
4784,67.74608,129.3842,19.81838352
4785,65.393,97.8247,16.08204697
4786,68.01276,130.7321,19.86811953
4787,70.21576,146.9626,20.95525499
4788,69.68073,139.0045,20.12606177
4789,67.54382,126.4992,19.49269404
4790,70.15526,138.6155,19.79915447
4791,68.40203,123.6083,18.57226951
4792,65.77722,132.5113,21.53065344
4793,66.97553,125.2087,19.62264349
4794,69.02762,116.7207,17.22096203
4795,68.43486,140.1941,21.04409704
4796,68.55513,115.1087,17.21803383
4797,69.0732,129.883,19.13764453
4798,68.09033,124.4072,18.86383385
4799,69.05185,127.8751,18.85344309
4800,66.95318,118.9592,18.65567391
4801,69.27087,136.2203,19.9570283
4802,64.46096,114.2431,19.32821581
4803,64.9549,111.1484,18.51973224
4804,66.87663,134.4741,21.13709069
4805,68.23273,125.8111,18.99716474
4806,69.044,137.9178,20.33872659
4807,69.87691,109.3782,15.74775731
4808,66.17919,115.505,18.54014878
4809,65.71652,120.607,19.63264099
4810,65.66691,130.3822,21.25594748
4811,70.42201,130.8399,18.54721453
4812,68.53986,141.4287,21.16442376
4813,67.62274,113.1045,17.388002
4814,69.96111,120.7486,17.3429929
4815,65.83646,111.1042,18.01992004
4816,68.88975,136.915,20.28136301
4817,66.11515,125.3766,20.16368193
4818,68.70642,132.7497,19.76943391
4819,65.79474,118.1206,19.18220903
4820,68.52388,129.7188,19.42112376
4821,70.82503,138.2801,19.37945126
4822,69.38767,127.8541,18.66832598
4823,64.99997,106.3608,17.69744649
4824,67.55168,118.5889,18.26951663
4825,67.1831,117.5862,18.31435389
4826,68.17915,133.4329,20.17971763
4827,69.20783,120.0598,17.62148385
4828,69.94376,124.5943,17.90422591
4829,64.18266,118.6707,20.25178951
4830,68.05417,135.4153,20.55481527
4831,66.24238,121.9611,19.5391111
4832,69.33374,133.7451,19.55887854
4833,67.55372,118.1307,18.19782832
4834,67.24855,128.5772,19.98726819
4835,66.37183,124.8378,19.92204181
4836,66.21681,135.8262,21.77721637
4837,68.48138,115.2564,17.27727988
4838,65.99503,146.0235,23.56978481
4839,68.20817,143.0554,21.6165701
4840,64.83886,120.4189,20.13627992
4841,69.47052,136.1018,19.82522362
4842,70.66531,135.2724,19.04372859
4843,65.31799,113.9184,18.77083438
4844,73.62592,144.2733,18.71025995
4845,65.64183,139.218,22.71377688
4846,66.1763,137.8042,22.12141056
4847,68.20944,123.0101,18.58690711
4848,67.33013,126.067,19.54959826
4849,70.70642,148.5372,20.88684581
4850,69.27187,110.7831,16.22986904
4851,66.49201,120.029,19.08545815
4852,63.73844,122.7468,21.2403977
4853,68.73929,128.6261,19.13702141
4854,65.95611,120.8344,19.52701445
4855,68.2791,125.4675,18.91955833
4856,66.29813,127.7337,20.42952455
4857,67.26906,132.8131,20.6331493
4858,70.01685,141.7715,20.33008165
4859,66.99124,121.3387,19.00722122
4860,63.33461,116.4184,20.40303385
4861,66.48133,114.4604,18.20585946
4862,66.96424,126.3607,19.80986243
4863,67.76229,129.6594,19.85103631
4864,68.64237,128.845,19.22376085
4865,70.16208,141.6777,20.23261008
4866,70.96379,140.0763,19.554485
4867,69.50635,126.771,18.44702241
4868,63.75673,104.9152,18.14436061
4869,67.97424,152.1104,23.14331211
4870,66.1089,119.3998,19.20609455
4871,63.30114,102.7788,18.03166395
4872,68.76435,104.4743,15.53238371
4873,67.68224,122.9173,18.8633529
4874,71.11972,130.0384,18.07369154
4875,68.865,121.9668,18.08005931
4876,70.02623,131.5675,18.86177048
4877,65.6918,107.2827,17.47683137
4878,63.3557,117.6886,20.61191459
4879,66.86873,143.4791,22.55785594
4880,63.65356,102.6027,17.80199681
4881,65.50331,116.8988,19.1530916
4882,68.61979,123.9844,18.51073231
4883,71.06865,136.2899,18.96980499
4884,67.90434,123.2082,18.78451009
4885,69.04428,144.3998,21.29445388
4886,68.23808,145.3389,21.94237316
4887,67.60055,119.9359,18.45032687
4888,68.72349,131.6298,19.59291859
4889,69.72755,133.7225,19.33530383
4890,67.39229,146.2703,22.64076251
4891,67.19624,119.8227,18.65539639
4892,65.56913,107.9515,17.65164415
4893,65.93896,109.1714,17.65143503
4894,68.3392,134.1385,20.19151889
4895,66.37854,130.6212,20.84076241
4896,68.06195,116.0239,17.60735049
4897,72.14804,134.4365,18.15613685
4898,66.3,134.8203,21.56172772
4899,70.52384,116.5449,16.47315162
4900,65.956,126.3619,20.42033459
4901,69.77937,127.6585,18.43108805
4902,68.01271,125.5257,19.07690062
4903,71.04627,134.624,18.74974007
4904,70.30748,129.3855,18.40084934
4905,69.8685,127.9899,18.43181852
4906,68.55351,119.5254,17.87953167
4907,68.04279,111.4427,16.92165065
4908,68.32377,143.6406,21.63161235
4909,68.43992,124.9,18.74557545
4910,69.70106,125.39,18.14426841
